x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,label
7.398049,7.191877,-11.315367,-8.578474,-1.990357,3.232948,6.332783,-8.183170,3.026716,0.606834,7.953657,6.058854,4.985973,-0.926999,-1.981037,-3.163729,-10.938689,8.683249,7.325744,9.181776,8.860280,0.762314,4.318115,8.403454,4.429118,-5.506800,-1.559255,-7.204488,10.851645,1.862440,-6.800773,1.009781,3.150746,-2.515969,-7.870551,3.656738,1.577966,5.879270,0.838520,9.044202,1.112443,0
61732818542.000000,0.265033,9.360455,-2.725084,-9.026345,-8.843773,6.007956,1.293299,5.259906,-5.754160,-7.928837,-9.663922,-3.849087,1.778136,0.185102,-1.716010,7.564997,-4.237406,-0.345511,3.905050,-2.715051,1.449498,6.898661,7.535444,-3.590877,7.399263,-0.722561,-4.469187,-0.260234,10.630689,-0.513679,-4.616223,4.740772,-6.434683,-8.783447,-7.347879,-6.570698,-6.353082,-8.040301,3.102630,-8.534997,0
25084987143.000000,-0.007438,6.809551,0.740604,1.986655,-5.656801,-7.577761,-7.932315,-3.955640,-4.326639,-5.667537,-6.861862,-8.397005,0.542231,-6.509137,0.314232,-1.627517,4.033801,-10.647307,7.656869,6.047552,-7.967682,10.174124,9.580043,-6.433459,-3.315592,8.587123,7.226875,-6.990544,-6.456942,-2.873032,-1.171403,3.144697,-0.563201,-0.013750,4.513026,-8.926417,-7.691661,2.683950,7.482480,9.579225,0
4.032641,7.118608,-5.152197,-8.850745,5.796584,3.908933,9.565724,-0.222010,-1.754488,5.567736,-3.088005,7.145050,7.741459,-0.729551,5.313567,5.104763,-8.137373,9.157956,-0.754099,4.649733,-2.332292,6.062420,-3.254081,-9.188981,8.572586,-8.401683,-1.643045,10.366595,8.863240,0.682382,3.009020,-0.766986,-2.473125,-3.703734,4.886563,3.182344,6.324074,4.800228,-8.167255,-0.418953,-1.040000,0
2952956704993430.000000,-0.038524,-1.817654,10.197258,-3.728741,-10.313411,-8.177025,2.762673,0.902452,-11.390094,-9.187927,4.541897,-9.122947,5.933366,7.698747,-9.216510,-7.997347,9.880845,-2.158960,-3.438879,7.328936,10.607756,9.813006,6.699608,-1.718587,-8.095475,4.093149,0.995498,-0.122109,7.584892,-7.665878,-1.653526,-9.252794,0.022300,-5.592651,-7.297578,-7.226796,2.769237,4.799898,1.245406,1.114600,0
703192894108270.000000,-3.224564,-2.677542,7.250307,-6.699706,8.480400,-10.724093,8.649373,-10.827369,6.777270,-2.916968,10.007450,-9.308058,0.767294,8.233032,2.364284,-0.047995,5.224115,-3.109148,1.510887,2.197605,10.753073,-8.000545,-7.995298,9.495034,6.673776,2.470205,2.837415,-3.118198,-7.458534,-2.032971,-3.002433,0.621038,-7.984846,8.861415,9.686265,5.318785,0.765915,-4.184505,5.283235,2.957859,0
-6.164898,0.934257,-10.688574,6.771581,-5.180525,4.282018,-3.558498,-0.499050,1.300332,-6.766046,10.624374,5.968938,8.348589,8.220673,3.799067,7.640003,-7.666430,-6.178987,-8.497677,-4.409784,-2.071985,-3.022067,5.262940,-4.726101,-6.189348,-0.785006,-6.348063,4.075736,-8.926041,10.603344,6.028218,-6.565469,-9.622264,6.459232,3.823210,4.284975,8.555005,-7.386072,0.642226,-8.378367,7.000000,0
143115281868464448.000000,0.600986,-4.515433,-6.066155,-4.511202,-0.809340,2.851416,1.276293,7.266531,-0.644951,-6.315793,4.895974,4.632860,1.038902,4.972656,-1.404603,-0.788492,-0.010142,-12.051048,-5.577869,-9.851608,1.646696,-2.677217,2.250717,9.716015,-4.311563,-0.270733,2.707926,-6.154599,-9.736040,-2.490477,-7.312443,9.777522,6.912607,1.460845,6.607470,7.884786,-7.354275,8.025995,-0.308713,5.700000,0
9.502428,3.140205,3.256307,-9.027408,1.732918,8.295380,-7.082321,1.269852,9.862046,4.735030,3.626134,0.313701,-2.497790,-4.089524,6.209341,8.310397,8.106028,7.682274,-1.041211,-1.589926,5.342104,3.522894,1.085763,5.726787,8.922667,-4.689535,-2.737773,-9.508574,-2.225841,-10.401659,-2.176993,1.938037,-3.596424,0.358142,-7.580286,-8.237750,6.092991,-2.334109,-8.782310,-3.001868,5.527000,0
97585027643589.000000,-7.593329,2.140241,-7.717639,-11.687484,0.916406,1.969726,-0.161947,5.509440,12.175615,-0.031101,-2.504285,4.497173,-3.295030,-0.506378,-8.126017,-9.267781,9.805197,6.630002,2.557382,-2.027933,-6.600872,-8.514728,-5.149819,0.898081,3.563049,3.697155,-3.575984,8.168148,4.966720,2.359950,0.819898,-3.936506,-6.362989,-2.142897,4.517524,-11.446089,-5.901390,-10.732428,-9.424232,8.140400,0
14788981528815.000000,5.011347,0.067718,-8.978449,0.613377,-0.509890,-5.966780,0.595930,-3.701152,2.856328,2.900871,-7.771825,-0.018105,4.963222,1.231733,6.291636,2.582646,-5.731366,-10.389798,2.521496,-10.503247,0.068066,9.151527,2.614901,-1.396182,3.031210,-1.328112,0.177867,10.049324,-2.994048,8.467673,8.682634,-7.457694,-8.493539,-8.725312,-10.575592,-8.461080,4.716365,-8.328768,-3.210113,7.960028,0
8.989359,4.486918,-8.066311,-11.287151,-4.151372,4.600053,11.729561,-5.150801,0.779682,-0.094070,11.645604,7.019052,9.708082,1.196227,-1.870904,-3.712871,-9.790533,6.847149,6.072720,8.749875,10.208509,-1.645977,5.594036,8.372843,8.038035,-5.669554,-0.594884,-7.837721,7.586250,2.345878,-5.373769,4.773998,4.411629,0.306334,-7.235838,3.998824,0.762278,4.280965,-0.111111,7.686287,2.735215,0
587893784495.000000,2.884211,7.221703,-3.027752,-5.281248,-10.274633,3.370132,2.714325,3.662362,-5.883499,-7.588541,-9.815689,-3.078790,2.584511,-1.975468,-1.301090,8.693686,-1.914369,-1.529402,4.698475,-4.296793,2.377333,6.499234,7.646576,-7.066262,7.119697,0.539675,-4.955837,-1.216439,9.788541,0.577217,-3.550262,2.220483,-5.473303,-7.412072,-9.607947,-7.514885,-5.117017,-6.035286,3.206992,-5.578369,0
495495286934.000000,0.077895,8.172187,-1.144473,5.115115,-6.306234,-8.680844,-8.886915,-5.859007,-5.742320,-3.624032,-9.099303,-8.303194,0.549009,-4.990610,-2.449226,0.699737,3.297312,-9.891768,4.441859,5.271986,-10.256711,7.405865,6.572196,-9.011276,-3.826738,6.169991,7.601536,-5.706125,-5.777202,-1.668825,-1.000274,2.130572,-4.413404,0.575605,5.533772,-8.142154,-2.955402,4.324413,7.441104,6.899563,0
8.574523,7.764856,-6.663650,-9.257090,0.022933,4.094906,10.757802,-8.121357,1.534439,-3.004614,7.898641,8.382903,5.376319,-1.539674,-2.033420,-5.476507,-8.464428,4.648975,4.990897,8.929898,8.719307,3.033039,4.768088,8.211998,7.239470,-3.627907,-1.896636,-7.062923,7.288156,2.571462,-5.484492,1.959519,-0.048097,-1.166264,-6.450069,4.170768,2.216859,6.198037,-0.910012,7.322045,3.171840,0
9319594366001.000000,0.463119,7.113342,-1.393589,-5.200999,-8.481990,3.906509,2.556040,4.225526,-4.829093,-9.200073,-11.594753,-3.139022,1.770287,-3.343345,-1.148360,8.116384,-0.466745,-0.275088,4.042037,-0.029835,1.670256,7.833066,10.571528,-4.692729,8.745931,-1.790270,-4.260563,-0.983545,8.117137,1.189384,-2.223133,4.582988,-4.894356,-10.800724,-4.798886,-9.407940,-8.209998,-7.957211,3.655943,-6.783200,0
95663539949061.000000,-2.209534,6.357608,-0.851186,4.617852,-4.986509,-5.035338,-8.536136,-7.540502,-5.554558,-5.383075,-8.106586,-8.828220,0.459110,-6.691581,-0.753437,-0.611987,2.891686,-10.038295,5.558380,3.416830,-8.554449,9.740758,8.298211,-10.224955,-4.157487,8.961951,4.945946,-8.735411,-7.020884,-2.130500,-2.953141,4.632533,-3.193029,-4.809774,8.393290,-7.206002,-5.778577,3.013295,7.772043,2.530000,0
10.273387,3.000110,3.087358,-6.953136,4.908130,7.318996,-7.879198,-0.902088,8.635199,7.017619,3.419466,4.888837,-0.789110,-3.671434,7.169264,3.425717,9.533631,7.846538,3.964501,-1.160847,6.630302,4.155046,0.537191,8.404215,8.840446,-5.332321,-1.970696,-7.610821,1.377499,-10.115629,-0.783270,2.058757,-3.119945,1.828547,-9.069883,-9.430890,5.089845,-2.876388,-8.487202,-0.948883,2.013200,0
13591022050775.000000,-6.255949,3.557471,-6.580686,-8.341714,-1.186622,0.596104,1.131758,7.195004,8.974878,-0.365992,-2.248891,5.848991,-3.083058,-2.792950,-8.306244,-8.782797,5.587916,5.763887,3.060124,-1.743612,-6.968308,-6.456780,-5.323411,2.590909,7.246914,1.103164,-4.366753,10.618183,3.773844,1.478862,1.702662,-3.012797,-6.468849,-6.339864,5.389318,-9.387583,-9.011119,-9.471702,-11.204567,7.854750,0
6774227737104.000000,3.512330,0.562303,-8.494286,-1.550462,-1.280852,-4.424621,1.611535,-4.139742,3.585008,1.150298,-10.157757,-2.215175,3.202273,-0.956757,7.984005,4.831785,-5.721445,-9.941340,2.225811,-8.244430,3.887458,7.025280,1.933350,-1.208583,0.910658,0.591492,3.873134,9.758655,-1.485981,8.172079,7.420528,-6.990308,-9.850962,-8.323441,-9.202689,-9.311775,3.173774,-8.129710,-6.583957,8.226489,0
-7.626638,4.700373,2.593471,-9.911935,-1.482316,-2.874905,0.814115,-7.072375,4.917319,-3.222911,7.349837,-7.322718,0.167546,-8.088930,8.203972,5.985004,-4.302034,4.436894,5.495618,1.854040,-0.244928,-7.814164,-7.497634,10.848451,6.334106,2.913161,-1.385747,-3.158589,2.521546,8.005147,9.828232,4.888363,3.165773,-9.792139,-6.906688,8.512452,2.304775,-10.420155,-7.350379,4.207332,-8.860000,0
8929729632073489.000000,-7.193939,0.105263,6.586271,3.231899,-5.875096,2.175670,-6.560491,-4.391252,5.545007,2.493940,7.005744,1.145708,3.332372,-9.158991,-2.316512,-5.438737,-5.565592,8.348547,-1.723221,6.468452,3.062729,5.729870,0.934770,2.558232,-0.594259,-5.582696,3.821447,-2.542044,-10.016253,2.626958,-7.114120,7.782865,11.925749,8.978264,-2.501504,-10.357577,10.124728,-2.200214,9.502187,1.235653,0
9.426462,6.043246,1.078974,-7.902225,0.920530,8.047333,-7.208702,0.510681,8.512623,5.620866,4.296411,6.408505,-3.247091,-4.393655,6.583772,4.544802,8.304574,8.364834,0.353159,0.790245,6.492174,3.574734,3.493784,8.113117,5.753090,-4.199909,-3.261843,-9.129308,-0.879637,-6.979477,0.211463,-0.030996,-3.293129,1.591930,-9.797393,-10.597156,6.476148,-3.681417,-8.819849,1.782697,4.248690,0
473959381819.000000,-3.717225,1.457297,-10.397197,-8.231289,0.001607,-1.400443,3.105194,2.693554,6.732182,1.273858,-1.456278,5.351139,-2.887061,-0.097712,-7.496741,-9.730571,8.418382,7.201373,4.826705,-3.585818,-6.988121,-7.136327,-5.390212,0.039384,2.426236,2.777981,-4.790133,8.435440,5.667004,-0.828988,2.626965,-4.119221,-5.138125,-6.038388,3.911122,-9.742857,-9.673564,-11.065898,-7.810772,4.875405,0
74602863864.000000,3.906788,1.549934,-7.843926,-0.127162,-1.529530,-7.530142,-1.557852,-4.825079,3.734813,2.992471,-11.540824,-1.071314,3.468139,0.677450,10.260565,3.308743,-4.599086,-8.552909,3.481782,-10.244453,-0.923940,6.247386,1.391258,-2.568761,1.213806,-1.222975,1.542526,10.636583,-3.246946,9.773895,10.541933,-5.034173,-9.690025,-7.842483,-9.376881,-7.218696,3.714823,-7.899144,-2.192927,5.424957,0
8.060054,5.497784,-10.177092,-8.789944,-4.102546,4.519017,8.371586,-7.927898,0.637913,-2.302082,9.206466,7.631518,5.742854,0.380105,-3.038246,-1.700533,-10.885704,7.342155,6.794825,11.056880,7.470962,-0.564167,5.180737,8.059130,7.794120,-5.693252,-0.037463,-9.774175,10.761488,4.347810,-3.651875,4.179036,0.707092,-3.113971,-8.206835,3.426371,-0.266247,5.824390,-0.857712,5.183781,1.615900,0
68546884600121.000000,1.979418,5.964908,-1.631950,-5.656616,-9.436140,6.003147,0.010589,3.767754,-6.053368,-6.448275,-9.519236,-1.786287,0.217821,-3.139164,-0.094197,9.092034,-3.893801,-0.011576,4.956389,-4.509413,2.690940,5.523120,8.745237,-8.017362,8.107344,2.492728,-7.368538,2.225058,9.547081,0.746686,-5.538821,4.293808,-5.293295,-9.234883,-8.299412,-10.293852,-8.366117,-8.552480,1.391052,-4.999400,0
896058769028.000000,-2.611274,9.841040,-2.793920,2.094441,-6.136057,-7.096689,-10.082512,-6.173243,-5.496043,-9.543935,-9.176331,-5.874406,-0.832930,-6.228039,-1.938787,-0.562027,0.325879,-11.335309,4.986049,2.598065,-6.746228,6.596476,9.975873,-7.431964,-5.341937,6.476201,5.594455,-5.638615,-6.058615,-1.681922,1.683811,5.530772,-2.171090,-0.581634,4.442414,-10.252987,-7.199636,1.875207,8.855786,-5.860000,0
6.642126,0.363986,-7.887686,7.538325,-3.318854,4.805145,-2.250227,-0.522847,0.698533,-5.967657,7.472514,7.735545,8.772792,8.294046,1.150193,6.579856,-9.075792,-5.773457,-8.152654,-3.266885,-1.741041,-5.044856,7.269498,-0.788967,-3.394605,1.987280,-6.769893,3.939523,-9.971520,10.374565,5.429581,-5.409906,-7.542565,7.325679,5.899588,4.712697,4.295305,-8.600120,-3.957338,-5.501006,8.300000,0
68616024661527320.000000,3.194680,-1.651719,-11.556912,-2.956960,-5.331238,4.581966,2.314759,8.670686,-0.236239,-5.724951,3.422240,6.208461,1.452656,3.129937,-1.410151,0.244827,0.108030,-8.842405,-9.476673,-9.567859,5.553137,-3.557168,-0.286842,8.839765,-3.945405,-2.430977,5.814627,-5.884482,-7.453343,-3.967401,-6.100819,7.531096,5.012607,3.991771,7.318057,6.472490,-6.697552,9.109397,-0.064089,5.958900,0
-3.421000,7.658906,5.504279,1.030390,-5.636702,-4.922232,-7.744682,7.021979,2.219861,2.026473,-9.775601,8.193583,7.620910,-2.151364,-5.663750,-9.119506,-4.420877,0.666616,-1.238799,-5.198556,2.580466,-8.949624,-5.479979,-1.768646,-2.300529,6.457015,-7.923774,2.755445,0.764313,-9.384125,2.613756,-7.381007,-8.498200,9.783210,10.657499,7.276043,-4.148259,-8.251842,6.973413,0.132895,-8.000000,0
0.849788,0.043522,-9.781430,7.996940,-6.545694,2.673753,-1.229600,1.212067,-2.553420,-4.599498,10.917174,4.999657,9.794148,6.693388,1.299642,10.535450,-8.610572,-8.697967,-9.184079,-3.603417,-0.548738,-4.552948,5.984535,-1.401855,-4.212203,-0.196110,-5.564519,6.315066,-8.504891,9.986810,3.945960,-6.764402,-9.884542,6.036699,5.918547,4.884512,6.622272,-8.505953,-1.351882,-7.126080,7.200000,0
80857197055714992.000000,2.447366,-4.718254,-8.019151,-3.836640,-4.199122,6.141170,1.000847,7.152761,0.883105,-7.166383,4.197893,5.567106,1.476724,3.296016,-0.613055,2.717787,-2.372233,-9.937239,-8.600441,-9.493238,1.911836,-3.031442,0.447653,9.234296,-6.485473,-2.268818,4.795011,-4.786131,-9.570911,-2.923056,-5.114592,7.209532,5.475186,1.923371,11.114552,5.471581,-3.919923,6.077895,-0.598667,5.187550,0
9.954886,8.308092,-6.493385,-9.667234,-0.808807,5.679927,9.270893,-6.532661,1.596081,-3.032946,10.167853,6.060528,9.668845,-0.029497,-0.939605,-3.992500,-6.242403,9.299335,7.750154,12.087062,9.908548,2.649709,5.820081,10.588423,7.170242,-4.752436,-2.427169,-9.346086,10.490294,2.412917,-4.809439,3.857848,1.273090,-4.438246,-6.210469,4.120088,2.206253,3.963199,0.508730,8.154876,3.556688,0
748055071070.000000,1.859917,8.080072,-2.886387,-7.568053,-11.261676,4.210063,3.848601,3.015678,-5.682426,-7.966924,-9.293908,-3.829889,2.306306,-1.595734,-2.158073,6.405496,-4.452054,1.245902,3.374693,-3.228444,2.459194,8.994904,10.021405,-7.701502,7.717199,-0.350781,-2.816687,-2.490986,7.939248,-0.260275,-2.824033,1.379177,-4.086637,-7.361510,-7.491229,-8.064201,-6.726725,-10.200942,0.182628,-5.788280,0
5071081153532.000000,-5.168272,6.884819,-0.227821,4.591583,-6.014950,-6.278964,-9.208653,-7.202004,-4.416013,-6.623940,-6.998721,-7.613549,-1.315098,-4.676034,-2.489691,0.606723,1.773436,-10.576748,6.104699,3.805761,-7.383879,6.471590,8.914624,-7.214536,-5.042262,5.356678,5.934041,-4.470000,-5.593739,-4.404011,0.403950,3.066198,-1.989701,-1.548366,8.021216,-7.002975,-5.136170,2.777877,7.107719,1.186800,0
7.554982,2.960630,-0.978314,-11.028675,1.755709,8.897687,-4.312192,0.853386,7.255367,5.733772,5.380155,5.748827,-2.446764,-4.161244,6.408688,6.120407,6.600528,9.725278,-0.043152,-1.389754,5.994706,4.002608,2.001023,5.539432,6.677151,-0.184328,-2.359877,-5.947289,1.907371,-8.814326,-0.774022,0.540675,-4.372595,0.896325,-9.405478,-11.526205,6.694835,-4.482952,-7.326586,0.894207,7.383700,0
67911153178432.000000,-5.240101,2.084915,-9.173464,-7.963515,0.488323,-0.240664,2.963338,1.922106,9.629038,-0.766596,-3.997757,8.695595,-5.262759,-0.114801,-6.961973,-8.297720,9.772598,5.168925,3.008717,-3.453013,-7.026852,-7.347707,-6.274404,1.750828,3.601122,2.696082,-6.597721,9.194294,4.626027,0.247814,2.767985,-1.441585,-4.222776,-1.994826,6.158003,-7.375956,-7.498510,-10.404441,-9.787355,6.544660,0
6437264636372.000000,2.785418,-4.035209,-7.719603,-0.120549,2.148904,-3.945387,-0.371213,-1.242152,1.155513,2.965959,-9.257068,-2.303663,1.440693,0.649486,5.212718,7.423563,-4.715417,-6.730509,1.062860,-11.738767,2.100191,8.378374,4.096300,-1.357724,2.808025,1.236894,1.167313,9.149891,-0.818977,8.275314,9.533185,-5.291738,-9.901798,-5.243164,-10.276021,-10.399415,2.571513,-10.026248,-3.346516,9.169031,0
9.520960,4.602527,1.726800,-6.877137,1.197161,9.514892,-8.177452,0.973560,7.185075,6.234187,4.013446,5.538610,-5.765830,-5.135917,7.500660,6.230721,8.819671,8.616075,-1.080547,2.541146,5.037076,1.955382,5.186902,4.639892,5.989615,-4.314819,-1.340110,-5.124958,1.572443,-10.294962,1.040408,-0.008506,-4.890971,2.399886,-7.792454,-9.154309,5.955409,0.453612,-8.397758,-0.338761,4.856223,0
239753394871.000000,-4.911984,1.803846,-7.148892,-9.038885,0.180409,0.025912,2.713413,5.147793,9.467855,0.651534,-4.626096,4.901345,-4.590025,-1.053160,-8.363982,-10.319428,9.354999,6.755182,3.749860,-2.734022,-5.807162,-6.887835,-6.045496,0.809557,3.476060,3.208366,-2.401755,9.304325,5.040004,3.081135,2.613916,-1.000773,-4.843318,-3.419176,5.784245,-7.329099,-9.527729,-9.720035,-10.379621,6.071438,0
223985673.000000,5.785969,-0.738051,-7.031163,-1.101527,-1.433350,-7.960726,0.700093,-0.944752,0.846288,4.301048,-9.457220,-1.873243,2.583015,-1.948545,5.970956,5.069394,-5.426292,-10.018948,3.139563,-9.770280,3.314247,8.517777,0.434053,-1.204677,4.530511,-0.283984,1.713279,7.156050,-4.067032,7.333815,9.578124,-6.626303,-7.455954,-8.824797,-9.655924,-9.239100,3.201538,-10.969640,-4.065193,6.329184,0
6.065292,9.110359,-6.668754,-11.385121,-2.096865,8.298420,7.894093,-9.961450,1.551503,-2.257543,11.200807,10.038613,7.710814,-3.072336,-1.069787,-4.729208,-7.532447,4.647819,7.554740,12.210093,10.242127,2.743872,6.477930,5.870077,7.221310,-4.580960,-2.477304,-6.976045,6.778678,2.155953,-4.803272,6.853838,1.097352,-1.800994,-9.433372,5.039518,0.334164,6.247886,-0.864201,7.797330,2.107490,0
42147562071.199997,1.041801,5.978318,-2.426942,-6.934946,-9.449727,6.834683,1.598476,6.317394,-6.218350,-4.988156,-9.244158,-0.097574,2.020635,-4.344467,-1.583132,8.073443,-0.752419,-2.185136,4.407708,-1.762013,2.881670,8.998021,6.240237,-8.057761,9.712334,-0.244754,-3.842648,-1.000137,11.052797,-1.074077,-3.775700,2.591963,-6.211888,-8.320618,-8.033279,-6.997073,-6.590843,-8.264819,3.587252,-6.021000,0
590341058616680.000000,-3.911865,9.161909,-0.360996,4.853599,-4.567198,-7.687608,-6.822254,-5.848703,-3.993685,-7.420213,-7.750482,-10.696208,-2.328384,-8.480645,-2.909142,1.970442,4.172274,-8.383684,5.663320,2.573984,-10.874951,8.946142,9.131886,-7.682449,-3.980384,5.482072,5.683211,-6.725867,-5.927281,-1.002785,1.102642,1.696473,-2.093979,0.758725,2.887321,-9.105667,-4.788697,1.906299,6.559341,-1.480000,0
8.547895,2.487402,0.739073,-9.846620,1.686112,8.448633,-6.715846,1.629981,8.119705,8.452216,5.254724,5.311571,-2.925121,-4.557764,7.969574,5.848026,7.390336,8.023754,0.982789,1.278465,7.455962,2.574025,4.294361,6.379766,9.849990,-5.740708,-2.472317,-9.020657,0.820063,-10.471840,0.066730,-2.578139,-4.463013,-0.733495,-10.359504,-9.552277,5.884113,-1.842580,-5.709259,3.186288,5.389350,0
321828286994.000000,-4.058061,4.507335,-8.959821,-7.240035,-2.418868,1.229490,4.996244,4.660870,9.250496,0.052411,-1.485021,3.675373,-5.130759,-0.041328,-7.985825,-7.831367,10.208135,6.058975,4.733535,-3.668360,-9.358180,-7.727372,-4.883289,-0.151747,4.536051,3.285886,-7.005476,8.341755,6.075391,1.768201,1.259379,-0.741535,-2.588136,-3.474786,6.194932,-8.895086,-8.346885,-10.665864,-6.874491,8.633286,0
80444228464.000000,3.683898,1.182435,-7.266515,1.521015,-3.040076,-7.107571,0.879847,1.682866,1.771318,2.131816,-8.137633,-2.025783,3.263793,-2.964473,6.795560,4.301361,-10.037439,-10.852992,0.364922,-8.558760,0.414052,7.123260,1.586458,-3.973402,3.498000,2.544556,0.396158,6.109059,-2.912001,9.909758,8.653042,-4.910364,-9.444086,-8.376488,-13.068287,-7.251469,1.825898,-8.296144,-4.840223,6.775892,0
8.737914,-1.227737,-9.662801,7.488756,-4.872360,3.135183,-6.391911,2.529750,-0.442522,-7.636269,8.931718,5.350988,10.832551,8.273740,2.751051,8.821835,-7.906104,-5.646721,-11.801282,-3.843279,-0.599289,0.946244,4.888718,-2.272622,-5.180775,3.720634,-9.076811,6.918855,-10.479083,9.291745,5.396857,-4.528118,-11.397591,7.237965,4.163436,4.962054,6.767073,-10.314686,-1.695852,-8.479086,8.700000,0
96291354479427232.000000,2.934343,-3.675379,-9.554869,-2.627741,-1.731001,3.846131,1.164940,8.716150,-2.583645,-9.435832,2.777115,4.634070,-0.645321,2.705024,-1.713710,1.354121,-3.229341,-9.967995,-5.116794,-9.440260,3.207752,-5.037336,3.200279,7.393517,-5.333502,0.051541,4.856595,-5.356992,-8.854765,-4.589736,-6.256871,9.368074,5.261860,1.595562,6.576421,4.111686,-8.495201,8.267214,2.100879,7.368260,0
10.856466,5.290417,-8.651881,-10.455834,0.770604,6.473560,7.581176,-7.391478,0.350406,-1.516822,10.209374,5.635823,6.364078,-1.862252,-1.374620,-5.616045,-9.098109,7.769428,6.406493,9.503689,10.436166,-1.765094,5.078938,7.891806,6.389320,-3.975637,0.758167,-6.272423,10.444890,1.004031,-8.309499,3.888341,1.332415,-4.023482,-8.916695,1.491288,1.235516,6.581104,-1.761575,8.514422,5.531969,0
85721039480.300003,2.246289,5.978274,0.446780,-8.573189,-9.974423,4.663079,2.004325,4.791426,-8.501006,-8.093502,-8.622675,-3.718365,-0.538047,-3.400818,0.463536,8.152759,-3.103324,-1.408404,6.941697,-1.443217,1.952961,8.448707,7.426341,-5.988278,7.828707,-0.362993,-6.558002,-1.250639,7.869816,-1.079826,-4.896444,4.245286,-5.241802,-8.201593,-7.488191,-7.270836,-7.567061,-5.098379,0.985298,-6.100160,0
4133775860975.000000,-2.524658,7.099832,0.499466,2.867238,-9.077650,-6.207314,-9.801666,-7.600181,-2.481865,-8.231333,-7.232135,-4.875787,2.770577,-2.960356,-3.276874,0.269980,2.811685,-7.527777,8.393446,1.397956,-6.556123,8.800308,10.108746,-8.841597,-6.205062,6.043930,6.856784,-5.585917,-5.802295,-1.461681,-1.687016,2.817637,-2.487724,-2.058632,5.178043,-10.347163,-7.125770,5.750747,6.739177,8.038940,0
-9.745121,1.713211,3.609599,-11.335507,-1.320440,-5.145114,1.970590,-4.635224,3.550029,-1.259041,9.354592,-8.091207,-5.951133,-6.071612,7.123400,6.981526,-5.052347,3.128265,7.691186,1.112170,0.414716,-3.737116,-7.297031,6.914517,6.402344,1.508849,-3.288312,-4.760284,4.646168,7.761328,4.182202,3.628866,-1.199417,-8.798665,-5.263807,5.324163,0.277380,-10.045292,-9.459823,1.773894,-9.100000,0
40536574433202336.000000,-7.476693,-1.106739,0.915102,6.130996,-3.934981,3.611298,-5.132017,-4.175950,5.644468,1.796758,6.224026,3.789819,3.401575,-7.088524,-0.918205,-5.133337,-5.992422,6.746478,-2.036968,8.371597,2.202765,4.808844,1.793507,2.422604,1.688310,-7.430151,3.457515,-2.700105,-9.579967,2.112700,-7.157107,8.793659,10.482704,8.072570,-1.490080,-9.036539,7.336697,-2.667098,8.702723,7.400827,0
7.659257,6.738259,-8.308632,-9.794749,-0.548308,5.137692,8.785949,-7.508391,1.508547,-1.896953,9.119595,5.836488,7.470654,-1.724208,-0.526092,-7.222625,-8.526317,7.200825,6.793366,10.703260,9.980536,4.024917,6.283287,11.469862,7.402746,-5.899580,-3.887600,-6.896792,9.978725,0.365796,-5.368865,1.471416,3.526512,-1.894623,-10.299472,1.376753,-2.469424,5.963182,0.936199,8.262066,-4.966200,0
7050001144931.799805,0.584121,6.454470,-3.218189,-8.638629,-11.227704,5.642658,4.446789,5.316480,-6.311160,-7.425309,-9.156747,-2.776663,0.533947,-1.525125,-0.528877,6.764537,-2.862667,-0.031625,6.336906,-2.990826,5.141927,5.294521,11.529864,-8.227351,9.308839,-1.676617,-5.890091,-2.076191,8.873241,-1.479984,-0.397686,4.109420,-5.601238,-7.092785,-4.255497,-5.961480,-4.837678,-5.465508,4.851791,-4.980000,0
1170300396600581.000000,-4.532777,10.084951,-0.441154,3.800017,-9.445131,-7.230980,-7.439016,-5.227383,-3.302768,-8.472342,-7.890178,-7.656257,0.236293,-6.061061,-3.784188,-0.806011,0.245846,-9.602007,5.760832,0.609079,-9.068561,11.175282,7.269782,-7.359105,-4.412214,6.425510,6.222020,-9.596506,-5.001638,-4.016899,0.645097,2.889682,-4.985270,1.407334,5.976401,-9.079845,-1.779668,3.160339,7.611434,1.720000,0
5.499182,6.776761,-6.608853,-5.546528,7.360167,4.194994,10.286061,-0.938872,-4.408015,4.460974,-4.138192,8.919407,5.258253,-2.380670,5.526432,6.296647,-7.894214,6.579252,-0.277651,6.812826,-1.467936,8.505235,0.704536,-8.624748,9.808605,-9.086246,-2.548342,9.252900,12.441056,0.982594,5.129663,1.373613,-4.939083,-2.990916,1.445354,7.585245,2.825044,3.535435,-8.392162,-1.428728,-1.024500,0
681720247997500.000000,0.513402,0.171048,9.150691,-2.339207,-6.960777,-7.085680,6.681883,2.537937,-9.076104,-8.699652,4.356833,-7.344587,6.897570,2.406811,-7.190820,-8.817611,10.466852,-4.718708,-1.777505,7.614162,8.229011,10.284190,5.346187,-3.464800,-6.995546,5.246416,0.621116,-0.676442,8.412408,-6.833327,0.071198,-9.189910,-0.720100,-9.800159,-8.623343,-8.583521,2.265886,9.226704,2.436189,8.246959,0
